127.0.0.1 - - [05/Sep/2015:21:26:23 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:23:28 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:23:49 +0800] "GET /DashBoard/usage/getpadusageinfo?org=spring&plane=B-FL01&start=1440864000000&end=1441468799999 HTTP/1.1" 200 1511
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/pages/user.html HTTP/1.1" 200 28452
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker-bs3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:33 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/daterangepicker/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/js/user.js HTTP/1.1" 200 3410
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/dist/chart/echarts-all.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:26:34 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/pages/user.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker-bs3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/dist/chart/echarts-all.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/daterangepicker/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/js/user.js HTTP/1.1" 200 3410
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:27:15 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/pages/user.html HTTP/1.1" 200 28491
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker-bs3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/daterangepicker/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/js/user.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/dist/chart/echarts-all.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:18 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:30:36 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/pages/orders.html HTTP/1.1" 200 31934
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker-bs3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/js/orders_detail.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/js/orders.js HTTP/1.1" 200 11873
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/dist/chart/echarts-all.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/daterangepicker/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:35:51 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:36:03 +0800] "GET /DashBoard/pages/estimate.html HTTP/1.1" 200 31972
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:36:03 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:46:31 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:46:57 +0800] "GET /DashBoard/status/getplanelastheartbeatstatus?org=spring HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:48:52 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:50:37 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:50:37 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:50:45 +0800] "GET /DashBoard/status/getplanelastheartbeatstatus?org=spring HTTP/1.1" 200 107
